1889,4166942239,why does the man in the suit look confused when the man in red holds his hands in front of him?,"['keep warm', 'paying attention to him', 'direct attention', 'check what been fixed', 'show something']",2,3
1890,5667931404,what happens to the truck after the boy stands up?,"['touch shoulders', 'go behind the purple pillar', 'pretending to drive', 'move away', 'shifted forward']",3,4
1891,2696280239,why are the men in red jacket following the man sitting on bull?,"['refree', 'explaining the things', 'take pictures', 'to put more sand at once', 'stability']",1,0
1892,7149153537,how did the bald man support the girl in orange?,"['put her in chair', 'pull her legs', 'hold her head', 'use a float', 'holds the girl with his hands']",4,4
1893,5945172741,what does the lady in red do as the man is playing with the girl?,"['moves her head', 'watch them', 'sing', 'use her phone', 'adjust her clothes']",Ellipsis,3
1894,5205081904,where is the child hanging out?,"['outside house', 'home', 'kitchen', 'dining table', 'indoors']",1,1
1895,2435100235,what does the man cycling do when he sees the trishaw coming in the opposite direction?,"['wave hands', 'move to the right slightly', 'get off bike', 'turn a circle', 'stop his bicycle']",4,1
1896,8132842161,how did the man in white prevent the boy from falling?,"['carried on his back', 'put boy on a chair', 'carried in arms', 'put boy on the floor', 'holding the boy with his hands']",3,4
1898,5017166671,why is the man sitting on the right moving his hands?,"['pet the dog', 'acting', 'play instrument', 'hold handle to ride out', 'play with camera']",2,2
1899,8064178441,why does the baby turn away from the toy at the end of the video?,"['clear space', 'lost interest', 'scared of rabbit', 'picks up the grey jacket', 'trip']",1,1
1900,5879651428,why did the man in white bent forward?,"['take photos of the girls', 'jump', 'protection against the sun', 'look at his guitar fingering', 'moving with rhythm']",3,3
1901,2623954636,why did the boy raise his hands with the ball in his hand?,"['pushed by adult', 'being thrown', 'bounce higher', 'to kick the ball', 'give him more balls to throw']",1,2
1902,3192668394,why does the woman in blue constantly change her view?,"['eyes were tired', 'get a better view of the trees', "anticipating someone's arrival", 'looking for her paint brushes', 'drawing portrait of woman']",3,4
1903,2885091387,why did the car tilt at such a great angle after driving til the end of the puddle of water?,"['abide to rules', 'difference in ground levels', 'the car was stuck', 'posing', 'puddles formed']",4,1
1904,3963997053,why are there people standing behind the barricade when the car drove past them?,"['road dust', 'dangerous animals', 'queue area', 'audiences watching', 'shopping']",3,3
1905,6413546609,why did the two people constantly pull down cards and throw them on the floor?,"['playing with dog', 'playing card game', 'presenting', 'for someone to catch', 'for the baby play with']",2,2
1906,3427674558,why does the girl at utomst left keep turning hear head around to look at others at the beginning?,"['observe her reactions', 'listening to her', 'check on others', 'stay close to her mother', 'watch over her']",0,2
1907,13884293626,what is the lady in purple doing while the man in brown spoke?,"['playing the guitar', 'stops and looks at him', 'kneel on grassland', 'writing', 'look at him']",2,3
1908,6143391925,why did the baby approach the woman?,"['approach the ball', 'play with dog', 'playing with her', 'protect from falling', 'getting her attention']",0,0
1909,7999756100,why does the bald man move backwards at the beginning?,"['adjust position', 'legs got tangled', 'reading from script', 'sunny weather', 'take something']",0,0
1910,3526597179,what was the man doing as the two ladies were talking at the end of the video?,"['wiping his sweat', 'walking', 'listening', 'sitting on the sofa', 'hugging the dog']",2,2
1911,5702201498,how many people are present in the video?,"['five', 'four', 'two', 'eight', 'one']",1,4
1912,6786501294,why are people crowding around the boy?,"['to carry him up', 'dancing', 'celebrate his birthday', 'ready to fight', 'playing game']",2,2
1916,4915733559,why did the baby step on a black platform beside the sofa when looking at the phone?,"['lift himself up', 'fell down', 'clean itself', 'lady puts him there', 'being tested']",3,0
1917,3763643225,why did the boy kneel on the stairs?,"['support himself', 'dust off grass from pants', 'praying', 'still dizzy', 'posing for photo']",3,0
1918,5623068492,what does the man with black hair do after the man with white hair bend his head down?,"['move the defender', 'talk to the lady', 'lean forward', 'look at man in white', 'sway his body']",0,0
1919,7888256388,what did the dog do after the lady removed her hands?,"['wait', 'shift her weight', 'pats the dog', 'lick the table', 'sniff her shoe']",0,4
1920,4249756405,why was the man standing in front of a lady?,"['watching fireworks', 'playing guitar', 'to officiate wedding', 'speaking to an audience', 'help woman plait']",3,1
1921,5308503740,what did the black and white rabbit do before climbing towards the tree?,"['sniffing ledge', 'get to the red cloth', 'jumped', 'lie on the ground', 'standing']",0,0
1922,2559262403,how do the pugs drink water from the bowl?,"['with straw', 'by spoon', 'with their tongues', 'used its tail', 'roll around']",3,2
1923,2809330695,what happens to the tiger toy after the baby kicks it?,"['smile', 'raise the ball in hand', 'swing around fast', 'back away', 'went to play slide']",2,2
1924,9256409422,why did the lady put both her hands on her face after she turned back to the camera?,"['cover her face', 'clean her face', 'shy', 'rub her eyes', 'playing hide and seek']",0,0
1925,13296054183,why are the two people wearing same dress while riding bicycle?,"['work uniforms', 'to turn', 'carry the baby', 'man was cycling', 'his items']",0,0
1926,6078524411,what does the boy do with the toy on the table?,"['bite it', 'pass to man', 'throw it on ground', 'put on his head', 'bring it up and down']",0,4
1927,4378803532,why does the man in red give the child in stripes the stick in his hand?,"['boy needs two sticks', 'free his hands for food', 'boy keeping sticks', 'the boy wanted it', 'teaching boy to play drum']",2,3
1928,4882821564,what did the boy do after he walked towards the woman with a present?,"['walk to the sofa', 'goes away', 'look at camera', 'placed around the house', 'stand behind the wall']",1,0
1929,3626788516,why did the girl in pink point to the woman near the end of the video?,"['avoid the flag', 'reach the plates', 'attracted by crocodile', 'talk to her', 'wipe off the paint']",2,2
1931,5858985747,why is the lady in black looking at the baby in yellow at the start of the video?,"['put cream on man s face', 'asking for phone back', 'to put food in her mouth', 'adjusting his hair', 'oversees him']",2,4
1932,8594309349,why are there so many bubbles?,"['breathing under water', 'boy and baby in the room', 'oxygen', 'cold weather', 'for everyone to drink']",1,2
1933,6592821115,where is this video taken?,"['beach', 'dancing hall', 'sea', 'living room', 'train']",3,3
1934,4199369046,why is the lady holding the white object in the beginning of video?,"['her medal', 'to eat', 'to drink', 'to comb her hair', 'to project her voice']",1,2
1935,8493226484,how many people are involved in the video?,"['five', 'one', 'two', 'six', 'four']",1,2
1936,3555755537,how many people are in the video?,"['three', 'one', 'seven', 'eight', 'nine']",1,1
1937,5427285434,how does the baby get himself down from the couch?,"['jumps out', 'pushed by girl', 'rotating around', 'using the stool as step', 'roll off']",4,3
1940,11244289523,what did the lady in black do after picking up the lettuce at the beginning?,"['eats it', 'carry it and walk to sofa', 'jump', 'take out remaining wrapper', 'give to the man in grey']",0,0
1943,2868183184,how does the man direct the girl s attention?,"['point to the table', 'tap his lap', 'shouting loudly', 'raise the clapperboard', 'hand gestures']",4,4
1944,11670386946,why is the man wearing a brown reading a piece of paper while pointing at the side?,"['show something on the laptop', 'read to the audience', 'giving speech', 'refer to what he says', 'showing where the display is']",3,4
1945,3861485381,how many animals are in the video?,"['two', 'one', 'three', 'four', 'five']",1,4
1946,4249756405,how did the man play his instrument?,"['move the mouse around', 'with his hands', 'tap his feet', 'blow it', 'operate the machine']",1,1
1948,13569831214,why did the girl in blue jacket gave hi-five to the man recording at the end of the video?,"['filming her', 'encourage him to try', 'excited', 'to take a photograph', 'celebrate the successful skiing']",4,4
1949,6896884547,why did the baby toss the ball away from her after playing with it for some time?,"['pass to boy', 'wanted to play car', 'got tired of it', 'wanted to take his teddy bear', 'wanted food from the kitchen']",2,2
1950,9473479950,why did the lady tilt away in the middle of the video?,"['pick up the mask', 'went over a bumb', 'baby leg is there', 'lose interest in lady', 'talking to the baby']",2,2
1952,4372494989,why the man bend down?,"['pick up toy', 'tickle baby', 'teach baby how to pray', 'support the baby', 'move baby away from tool']",0,2
1953,4626535366,why is there a board beside the children?,"['noticeboard', 'presentation', 'colouring board', 'surfing board', 'showing directions']",0,1
1954,4336654741,what does the baby do after the lady shakes her head at the end?,"['imitate her', 'move hands into water', 'kick legs up', 'push baby back', 'lady copied baby']",2,0
1955,8493226484,what does the lady do as she is bringing the boy up sitting at the end?,"['sitting on the log', 'look at boy and listen', 'doing the same thing', 'points to the flower', 'kiss the neck']",0,4
1956,4650556666,how is the child look while they dance?,"['follow the move', 'unwelling to do it', 'happy', 'excited', 'engrossed in music']",2,1
1957,2461993294,how do the performers play the drums?,"['press the button', 'using their fingers', 'lady holding with left hand', 'hit drums with hands', 'stand on stage']",3,3
1958,3066064005,why are the women pulling out the chairs at the dining table?,"['want to sit', 'playing together', 'to celebrate', 'celebrate birthday', 'let kids sit']",0,0
1959,2573424030,why does the dog stretch its hands out constantly at the end of the video?,"['itchy', 'asking for more treats', 'to ask for toy', 'watching it', 'attract baby s attention']",2,1
1960,4955723618,why is the lady in black moving her hands at the end of video?,"['playing instrument', 'caress dog', 'hand gesture while speaking', 'wave to baby', 'passing food']",2,2
1961,3124551255,what does the brown dog do after sniffing the boy at the start?,"['touch boy s nose', 'crawled to the toy', 'fly away', 'take blue toy from elmo s mouth', 'eat']",1,1
1962,4260763967,why did he turn his head and look at the other boy in yellow halfway through looking at this toy?,"['other boy has food', 'talk to the other boy', 'he wants to eat', 'wipe his face', 'to kiss']",0,1
1963,6037747123,where is the santa claus decoration being placed?,"['toy', 'on the car', 'looking down', 'continue reading', 'lying on his back']",1,1
1964,4859057828,how did the three ladies pose for a picture?,"['put arms around each other', 'carry him to sit on ledge', 'climb onto a tree', 'lean against the bench', 'look upwards']",0,0
1965,6168295272,what did the girl in blue do after she finished dancing?,"['open her arms wide', 'laughs', 'jump', 'walk to lady in blue', 'look at girl in white']",2,3
1966,8464056582,what does the baby do after sitting for a while in the middle?,"['turn around', 'crawl', 'touch the cloth', 'create waves', 'withdrew toy']",1,1
1967,8064178441,why is the baby lying on the mat?,"['eat food', 'playing with toy', 'sleep', 'prevent him from moving around', 'playing with the card']",3,1
1968,6786501294,why is the boy the only one sitting down?,"['microphone too short', 'play with rabbit', 'posing for photo', 'cannot walk', 'birthday boy']",4,4
1969,2793806282,what gesture did the lady in blue made for the dog to catch the blue toy?,"['tap her feet', 'puts her hand on the toy', 'wave hands', 'talk to dog', 'point']",2,4
1970,6265968082,why is the light on the audience side dim?,"['lighting effects', 'not busy', 'snow hard to move', 'focus on performers', 'protect his eyes']",4,3
1972,3550839192,what is the baby sitting in?,"['toilet bowl', 'chair', 'floor', 'trolley', 'pram']",4,4
1973,3897746373,where is this video taken?,"['swimming pool', 'lake', 'room', 'studio', 'backyard']",0,0
1974,13884293626,where is this video taken?,"['snow mountain', 'carnival', 'train', 'kitchen', 'classroom']",4,4
1975,9208803675,what does the lady in green do after the lady in red gives her a push at the start?,"['kicks again', 'look around', 'swing', 'look at girl in red', 'adjusting the girl s hair']",3,2
1976,2977504625,why did the white shirt boy turn back while he is bending down beside the car at the end?,"['look at people', 'look at clock', 'touch the water', 'pull car', 'cautious of car']",4,0
1977,6617533993,what are the two kids doing sitting on the floor as they touch the objects?,"['cleaning the mat', 'blowing balloon', 'adjusting shoes', 'playing with toys', 'watching tv']",3,3
1978,3508407941,how does the baby react after the walker starts to bounce?,"['stretches his arms', 'push walker', 'rolls down', 'sad', 'smile']",4,4
1979,4761953886,what does the dog do after sitting up at the end?,"['leave', 'sniff the babys head', 'eat the food', 'run away', 'jump around']",0,0
1980,8531675050,what event is occuring?,"['concert', 'ballet', 'piano', 'marketing', 'rowing competition']",0,3
1981,4967810888,why is the lady with blonde hair bending down in the middle of the video?,"['pick up something on the floor', 'making funny face', 'to get up', 'avoid hitting plant', 'entertaining him']",3,3
1982,2976913210,why did the man move backwards?,"['trying to move the vehicle forward', 'do stunt', 'adjust his shoes', 'avoid the flying disc', 'find a rope']",3,0
1983,4092992100,what does the guy in blue and yellow do when he reached the end?,"['fall down', 'touch face', 'turn left', 'lay on stomach and laugh', 'touch his chin']",0,2
1984,6168295272,how does the lady in black attract the child in the blue dress attention?,"['stretch out arm', 'tap her', 'pushes her', 'nod her head', 'hand gesture']",1,1
1985,2589540862,why did the girl end up on the floor at the end?,"['play with children', 'sit down', 'playing the drum', 'pick up the white thing', 'lost balance after dizzyness from spinning']",4,4
1986,4094488636,what did the black dog do after the brown dog walked away from the pole nearing the end?,"['shocked', 'lick its head', 'walk', 'lick the other dog', 'block the grey dog']",1,2
1987,7059877301,what did the light brown dog do after it got out from the tub near the end of the video?,"['switch on back', 'went to another tub', 'bite the toy', 'move away', 'chase the dog']",3,1
1989,3821781616,how did the man quench his thirst at the start?,"['wears watch', 'operate the machine', 'drink beer', 'invert bottle', 'picks the glass with left hand']",4,2
1990,13296054183,how did the men keep their belongings with them as they cycle?,"['carry a pouch each', 'follows the animal', 'wore socks', 'bicycle', 'bag']",4,0
1992,3105728894,why are the two exceptionally tall men approach the stage in the middle?,"['playing basketball', 'bounce up and down', 'claps with man on stage', 'place and take hoops', 'jump up stage']",1,3
1993,7531285946,what did the cameraman do after the lady crossed over to the other side?,"['looks forward', 'moves backward', 'lean on him', 'nod', 'climb ladder']",1,4
1994,4838113006,where are the people hanging out?,"['car', 'room', 'snow mountain', 'road', 'lawn']",1,1
1995,6143391925,why did the baby point at the tv?,"['playing game on tv', 'follow dance moves', 'interested', 'following notes on the television', 'check the lyrics']",0,2
1996,4024008346,how did the child appear while playing balloons with the man?,"['happy', 'hit it', 'moving backward', 'laugh and move feet', 'push boy']",3,0
1997,7508439506,what color shirt is the baby wearing?,"['green', 'yellow', 'white', 'blue', 'black']",2,2
1998,6011836129,why do the women raise their heads in the middle of the video?,"['change position', 'show the things in her hand', 'balance', 'walk towards dog', 'looking at something']",4,0
1999,6898821807,why is the boy hopping at the start of the video?,"['dance moves', 'excited', 'copy bigger boy', 'to ride horse', 'to flip']",1,1
