33,4126017457.mp4,CW,why is the black cat kicking?,3,['get rubbed by man', 'cleaning paws', 'hide something in soil', 'get away from cat', 'to jump'],3
34,8402613023.mp4,CW,why is the baby rolling around in the middle of the video?,1,['lost balance', 'can not walk', 'looking for toy', 'pick out food', 'playing with adult'],4
35,2400084970.mp4,TN,what did the lady in green do after bending down to laugh in the middle?,4,['raise their heads', 'adjust her sleeves', 'watching', 'looking at girl in pink', 'continue walking backwards'],4
36,3579030253.mp4,TC,what did the lady do when the dog refused to release the toy?,0,['pull it', 'pulls the leash', 'give attention to brown dog', 'move backwards', 'tried to give fruit'],4
38,5646554288.mp4,DL,where is this video taken?,0,['field', 'construction site', 'roadside', 'forest', 'outdoor'],3
39,4123808525.mp4,CW,why will the screen change in the video?,4,['pictures taken', 'people taking photos', 'game', 'camera taking pictures', 'follow the direction of model turning'],2
40,2967931618.mp4,CW,why does the boy pick up the skateboard towards the end?,4,['pick it up', 'make space for girl', 'filming', 'to start again', 'finish skateboarding'],3
41,4397841774.mp4,CW,why did the boy smile when he is halfway down the slope?,2,['saw animals', 'adults clapping for him', 'excited', 'fun performance', 'got splashed by water'],2
42,4775972536.mp4,TN,what did the babies do after they put their hands in their mouth at the beginning of the video?,4,['fall', 'playing with train toy', 'lie down', 'wet the cloth', 'extended their hands'],4
43,2530293734.mp4,CW,why did the child in blue move towards the left side of the lane after driving past a passerby?,3,['bored', 'adjusting car', 'touch the fan', 'get more space to ride', 'play around'],3
45,4980235136.mp4,CW,why are so many buses gathered in this area?,3,['bus museum', 'bus carnival', 'for everyone to buy drink', 'bus terminal', 'bus repair centre'],3
46,5588738404.mp4,DC,how many cats are there?,2,['one', 'four', 'two', 'three', 'five'],2
48,8029969533.mp4,DO,what were the colours of the outfit worn by the ladies?,1,['orange and yellow', 'white and pink', 'black and white', 'black and pink', 'black and blue'],1
49,2532161712.mp4,TC,how does the boy feel being on the bus?,2,['dizzy', 'bored', 'happy', 'nervous', 'confident'],2
50,9969305386.mp4,CW,why does the man in blue have to put his hands above his head?,1,['interacting with the audience', 'dancing pose', 'expressive', 'preparing to throw it', 'uninterested'],2
52,3186134497.mp4,CW,why did the man in jacket smile towards the camera?,1,['act is funny', 'happy to be interviewed', 'talking to the camera', 'happy to sing', 'find his talk interesting'],1
53,7534825518.mp4,CW,why is the boy in the car park?,0,['learning to ride bicycle', 'playing with the dog', 'take a drink', 'play together with a lady', 'aiming to shoot'],0
54,2407193002.mp4,TN,what does the boy in yellow do after finishing playing at the end?,2,['pick up toy', 'sit down', 'walk towards camera', 'stands up', 'laugh'],4
55,5460127828.mp4,TC,what are the children doing outdoor?,4,['playing golf', 'making campfire', 'karate', 'skiing', 'cycling'],4
56,11169386614.mp4,DL,where is this happening?,4,['karaoke room', 'in the middle of the sea', 'skate park', 'house', 'basketball court'],4
57,5655025043.mp4,DL,where is this happening?,4,['play an', 'on the road', 'footpath', 'zoo', 'garden'],2
59,5264359909.mp4,CW,why was there a man in beige come towards the brick after it was split?,1,['sit beside the brick', 'feel the brick', 'meet woman in white', 'help take out the brick', 'take away the mud'],3
60,3727471969.mp4,CW,why is the lady in white standing in front of the glass?,0,['let baby play with lady with cap', 'play with the black knob', 'support baby', 'sooth baby', 'hold baby'],2
61,3216757365.mp4,CW,why does the black dog run away after the brown dog goes down the stairs?,2,['change its direction', 'snatched the bone', 'it was chased', 'escape from black dog', 'to fetch the ball'],2
62,11589691386.mp4,CW,why did the old man wear jacket and hat outdoors?,4,['keep warm', 'protect from sun', 'goes well with attire', 'sunny whether', 'it s cold'],4
63,10905462446.mp4,CH,how did the man in number 24 jersey make sure that his helmet is in place before walking with the team?,4,['raise his hand', 'wave hand', 'point to his right', 'point it out', 'adjust and fix in place'],4
64,2407193002.mp4,CW,why is the boy wearing yellow moving forward and backward?,2,['play with robot', 'feel hot', 'follow the rhythm', 'watch something in the pool', 'to play with him'],2
67,8212602454.mp4,CW,why did the boy in black fall out of the cardboard box?,0,['box came off', 'he trippped on the floor', 'finished performing', 'to feed the birds', 'fooling around'],1
68,12011352464.mp4,CH,how is the boy interacting with the toy in his hands?,3,['use legs to move forward', 'touching the controls', 'lean forward', 'shaking the microphone', 'sitting on table'],3
69,5622582668.mp4,CW,why is the man from behind trying to reach the table?,1,['try to distract man', 'to keep his icecream', 'dance', 'cold', 'change another place'],1
70,6802770639.mp4,TN,what did the man in brown do after he finished looking at the thing in his hand in the middle of the video?,0,['talk to the audience', 'laughs', 'look at the man', 'continues dancing', 'use computer'],0
72,9072405003.mp4,TN,what did the cat do after it let go of the feather duster at first?,4,['smells it', 'move to table', 'stretch its paws out', 'leave the bed', 'grab it back'],1
73,4086138523.mp4,TC,what does the dog do with the ball just as the camera moves away?,1,['ran after it', 'toss down to floor', 'rest', 'chases after the ball', 'chase after it again'],2
74,2876084443.mp4,CH,how did the person on the red boat help the person who fell?,1,['change his direction', 'help flip the green boat over', 'spins his boat around', 'steer wheel', 'using kayaking paddle'],1
75,13925904946.mp4,CH,how is the girl able to move backwards?,2,['crawl', 'adult pulled her', 'paddle to steer', 'fell backwards', 'adult pick her up'],2
77,7324192392.mp4,CW,why is the black dog walking next to the brown dog?,3,['playing with puddles', 'excited', 'prevent the other dog from robbing', 'observe it', 'smelling it'],1
78,5344242564.mp4,CW,why is the man wearing a helmet?,1,['skating', 'riding jeep', 'sunny whether', 'working at high place', 'playing rugby'],3
79,3789179865.mp4,CW,why do the animals stop moving their mouths towards the end?,0,['food in their mouth got over', 'finish event', 'distracted', 'change activity', 'resting'],4
80,6181099606.mp4,CW,why does the woman put the pink cloth on the baby towards the end?,1,['try on new dress', 'playing with baby', 'stop the baby', 'dry her', 'eating soon'],3
81,10128261054.mp4,CH,how do the fencers move forward to each other?,3,['fly in plane', 'walking while sniffing the ground', 'rope attached to pull van', 'jump', 'holding hands'],4
84,3625960287.mp4,CW,why is the girl wearing green wearing a cap?,1,['fashionable', 'sunny outside', 'it is snowing', 'she is tourguide', 'put cap on kid'],None
85,4766274786.mp4,CW,why did the girl touch the balloon a few times throughout the video?,2,['part of performance', 'trying engage girl', 'prevent balloon from moving too far', 'want to clean balloon', 'want to pass balloon to cameramn'],1
86,3896532533.mp4,CW,why does the baby lean backwards so much in the middle of the video?,0,['resting', 'can not walk', 'look at dog', 'look at the man', 'pick out food'],0
88,3516935615.mp4,TN,what did the cameraman do after the dog ran away at the start?,1,['take off baby clothes', 'go near the dog', 'start crawling', 'put the bike down', 'put toy down'],1
89,6699885319.mp4,CW,why did the man get off the skateboard at the end of the video?,1,['to take his glove', 'walk off', 'to go up stairs', 'pick up water bag', 'to throw a ball'],1
90,4353169496.mp4,CW,why is there a notebook on the lady in grey s lap?,3,['pass gift to man', 'for woman in blue to draw', 'reading', 'notes down what red lady says', 'wrapping it'],3
91,5728022703.mp4,CW,why were the girls sitting on the dolphin?,2,['get to the surface', 'entertain dog and baby', 'take pictures', 'playing in water', 'to get onto the boat'],2
92,9134100603.mp4,TC,what are the colours on the shirt of the lady who leaned forward?,2,['paper and microphone', 'singing', 'black and white', 'excited', 'look at camera'],2
93,4863455612.mp4,DL,where could this be happening?,2,['house', 'in a shop', 'lab', 'front porch', 'park'],2
94,6321842912.mp4,CH,how does the lady prevent the child from falling off her lap?,4,['put baby onto seat', 'safety belt', 'wear a baby leash', 'spread her hands out', 'hold child tightly'],4
95,3653430541.mp4,TC,what are the men doing initally?,1,['playing the guitar', 'looking around', 'playing the piano', 'playing beach volleyball', 'baseball'],1
96,9667167640.mp4,DO,what is the animal shown in the video?,2,['monkey', 'turtle', 'dog', 'elephants', 'bird'],2
97,7693297646.mp4,DC,how many people are in the video?,3,['nine', 'five', 'ten', 'two', 'eleven'],3
98,8750015460.mp4,TN,why does the girl do after putting down the book in the middle?,4,['claps', 'close the book', 'pin woman s hair', 'swing around', 'stand up and walk away'],1
99,5918453123.mp4,TC,what did the boy in black do to the camera in the middle of the video?,0,['talk and make hand gestures', 'push equipment', 'no reaction', 'look at camera', 'roll the ball'],3
100,5478970215.mp4,DO,how did the people kept themselves warm in the video?,3,['go hotspring', 'make fire', 'jumping', 'jacket', 'use blanket'],3
101,6802770639.mp4,CW,why are the two men on the stage with standing microphones in front of them?,3,['presenting', 'giving awards', 'posing for photo', 'performing', 'dancing'],3
102,6974250690.mp4,TC,how does the lady feel while playing?,4,['restless', 'anxiety', 'tired', 'worried', 'happy'],4
103,9402994355.mp4,TN,what did the baby do after he pulled the toy towards him at the beginning of the video?,0,['bites the toy', 'catch baby', 'fall', 'stood up', 'pose'],0
104,5965267539.mp4,CW,why does the boy in brown reach out his hand while the boy in red being fed at the beginning?,0,['to get the food', 'assist the boy', 'put his wet clothes aside to dry', 'show off his watch', 'touch the boy in red'],None
106,4346015300.mp4,CW,why does the cat continuoustly scratch the screen?,2,['engrossed in watching the dot move', 'dog attack it', 'something moving on the screen', 'comfortable', 'playing'],2
107,10734790773.mp4,CH,how does the toddler in red bib stir the food in the cup at the start?,0,['hands', 'shake with his hand', 'rotate the cup', 'man stir for him', 'put in machine'],1
108,13925904946.mp4,CW,why is the girl using the paddle for?,3,['to play with the bubbles', 'dancing', 'to swim', 'to reverse', 'chewing'],3
109,3079724515.mp4,TN,what did the boy in black do after he walked to stand beside the boy in green?,2,['move to slide', 'walk in front of him', 'point at the envelope', 'unfold it', 'put pebble in blue container'],3
110,8870296245.mp4,CW,why does the big pig lie so still on the ground?,1,['keep warm and cozy', 'to let the piglets feed', 'enclosed by fences', 'resting inside cage', 'relaxed'],4
111,10483027904.mp4,TN,what did the boy do after he played with the toy?,0,['pass toy to baby', 'throws it', 'laugh and grab toy', 'touch his hair', 'turn around'],2
112,2889738670.mp4,CW,why did the boy in yellow put his face at the baby s head at the start?,1,['copy the man', 'to kiss', 'guide them forward', 'playing with her', 'ceremonial action'],3
113,4046784335.mp4,TP,what was the lady in purple doing before the lady in white came over?,1,['singing', 'finished her makeup', 'moving her arms mini dance', 'run backwards', 'goes away'],2
114,6579160577.mp4,CW,why does the person in jeans set up the tripod and the camera in the middle of the video?,3,['to prepare for interview', 'for acting scene', 'adjust speaker', 'to take a video', 'pose for camera'],3
115,4880611877.mp4,CW,why did the cat bring back the toy to the person?,0,['wants to continue playing catch', 'to bite the toy', 'to catch the laser', 'get her attention', 'to get food'],3
118,5918453123.mp4,TC,what were the boys in the video doing?,4,['eating food', 'crying', 'playing with toy', 'fishing', 'to move closer'],2
119,2574703259.mp4,TC,what was the baby s hands playing with?,0,['the toy', 'water bottle', 'coins', 'remote control', 'music box'],4
120,3844880628.mp4,DL,where are the people hanging out?,2,['hospital room', 'room', 'playground', 'classroom', 'studio'],2
121,3089919537.mp4,CW,why ws the man in black bending over the dog at the end?,1,['got food from him', 'to pet it', 'giving him toys', 'giving him food', 'watching the show together'],1
122,4615227462.mp4,CW,why was the man s hands raised at the start of the video?,4,['choosing what he wants', 'stabilize the paper', 'gesture towards camera', 'calling for help', 'take video'],1
123,7242577724.mp4,TC,how did the woman in black react to the woman in yellow when she was talking to her?,4,['walk over', 'pointed at baby', 'look at picture and talk', 'rub her eyes', 'nods her head'],4
124,2440996945.mp4,CW,why did the child went to the corner of the room and sat for some time?,3,['colour a book', 'for warm', 'playing with the card', 'read a book', 'playing with the dog'],2
126,2744507539.mp4,CW,why was the man in white standing there?,3,['part of outfit', 'to point at the paper', 'shake hands with man', 'assist the man in red landing', 'aiming to throw'],3
127,2574374895.mp4,CW,why does the baby hold the green cup upside down in the middle of the video?,2,['moving backwards', 'part of child s costume', 'drop the toy out', 'remove it', 'excited'],2
128,9132487788.mp4,CW,why are the two men moving their bodies while hitting the objects together?,4,['photos taken', 'dancing with the baby', 'to play', 'engrossed in dance', 'moving with rhythm'],2
129,6801869574.mp4,CW,why is the baby sitting on the sled?,0,['be pulled by the man', 'baby can not swim', 'to not run everywhere', 'accompany the dog', 'playing with mobile phone'],0
130,2405004230.mp4,CW,why is the lady wearing jeans clapping?,1,['playing to the beat of the music', 'cheering', 'teach the girl how to clap', 'express herself', 'shout something'],1
133,5451088285.mp4,DL,where are the people hanging out?,2,['kitchen', 'lawn', 'terrace', 'fountain', 'studio'],2
134,2855649995.mp4,TN,what does the girl do after failing to squeeze the lemon the first time?,2,['squeeze', 'staring', 'tries again', 'touch glasses even more', 'nods her head'],2
135,3521537861.mp4,TN,what did the girl in blue do after she approached the boy?,2,['laugh', 'wash hands in mud', 'does hand gesture', 'look at the adults', 'pull the boy closer'],2
136,3223951946.mp4,TN,what does the woman do after the man slaps his own back side?,2,['walk away from piano', 'laugh while lying down', 'slap him too', 'turn away', 'kick the man playfully'],1
137,2667165452.mp4,DO,what is the lady in brown holding in her left hand?,2,['watch', 'supervise', 'water bootle', 'entertain the baby', 'grooming brush'],2
138,5847098868.mp4,CW,what is the fan doing?,3,['spraying our water vapour', 'not moving', 'spinning at the top of roof', 'moving left and right', 'blade drop off'],3
139,8617869131.mp4,TP,what did the man on the horse do before the horse stopped at the start?,3,['nothing', 'look around', 'gallop', 'tap his feet on horse', 'continue moving'],2
140,9072405003.mp4,TN,what did the cat do after it first touched the feather duster?,3,['jump down', 'smells it', 'try to grab it', 'try to bite also', 'push it'],2
141,3079724515.mp4,CH,how did the boy in grey eat his snacks?,3,['throw food to it', 'sitting', 'with spoon', 'use hands', 'look towards the food'],1
143,4039610385.mp4,CW,why did the woman in black put both her hands up?,2,['take photo', 'play for fun', 'dance pose', 'rollercoaster ride', 'surrender'],2
144,11506594895.mp4,TN,what does the white dog do after standing still in the middle for a while in the middle?,3,['wagging tail', 'pick up the toy', 'turned back around', 'walking', 'stopped in front of the baby'],3
146,6875806550.mp4,CW,why did the man put his face near the baby s face in the middle of the video?,1,['imitate baby s actions', 'show love', 'feed baby through mouth', 'indicate no speaking', 'look at baby up close'],1
147,6158132572.mp4,TC,what is the man in white doing with his hands as he talks at the end of the video?,3,['wipe his eyes', 'rock the chair', 'grabbing toys', 'fiddling with fingers', 'pick up glass'],3
150,2984088185.mp4,TC,what does the black dog do as the brown dog pushes on it at the start?,4,['follow black dog', 'take videopicture of them', 'walk', 'sits down', 'move away'],2
151,4980235136.mp4,CW,why is the man wearing a safety vest of a striking colour?,1,['working at great height', 'driver can see him from afar', 'they are cold', 'cooling attire in hot sun', 'the children like it'],1
154,3621121750.mp4,CW,why did the boy keep turning his head back and forth from the screen?,2,['draw child s attention', 'trying to hit the ball with his head', 'listening to music', 'talking to baby', 'shake off powder on head'],2
155,7605780282.mp4,CW,why is the boy in green lying down on the floor?,3,['feel happy', 'fell down', 'more space to work', 'get closer look at the toy', 'relax'],2
156,11848898333.mp4,DC,how many people are filmed in the video?,0,['six', 'four', 'three', 'two', 'five'],3
157,6781937922.mp4,DL,where is this place?,0,['shopping district', 'theatre', 'dog event', 'their house', 'living room'],0
158,10495085476.mp4,TN,what did the boy do after he fell down?,1,['eat food', 'hug man', 'sing', 'starts running with the trolley', 'look down'],4
159,3885216493.mp4,DL,where did this occur?,1,['couch', 'house', 'car', 'bus park place', 'stage'],1
161,4353169496.mp4,CW,why is the lady in grey nodding her head as she wrote?,0,['showing that she is paying attention', 'make comments', 'understanding something', 'check her speech notes', 'pulling the pram'],2
162,5176668462.mp4,CW,why did the boy in white pants bend backwards at the beginning of the video?,2,['pick up things', 'to hit ball with power', 'playing with bar', 'pick up the bicycle', 'checking around'],2
163,4675888059.mp4,CW,why did the lady in purple then also push the car after the red car came closer to her?,4,['help baby move', 'playing games', 'pick something up', 'communicate with a lady', 'take over from man in blue'],None
164,6851952624.mp4,TC,what does the guitarist on the right do as the background changes in the middle?,2,['sing', 'look around', 'stops playing the guitar', 'daydream', 'continue playing guitar'],4
165,13925904946.mp4,TN,what did the girl with paddle do after the dog swam past them?,2,['follow the girl', 'float away', 'move backwards', 'jump into water', 'stretch out her hands'],1
166,3348872437.mp4,DC,how many children are there?,4,['one', 'nine', 'six', 'three', 'two'],4
167,9402994355.mp4,CW,why is the baby lying on his stomach?,1,['safety', 'to crawl', 'support', 'watch tv', 'piggy back'],1
168,2667165452.mp4,TN,what did the lady in brown do just after the start of the video?,3,['walk away', 'touch the shoulder and hair of the man', 'pat her face', 'turns her head', 'pick up something'],4
169,5918453123.mp4,CW,why is the boy in black jacket moving his hands in the middle of the video?,0,['gesturing', 'catching flies', 'let go of the rocks', 'playing toys', 'to cover the cup'],0
170,7344039494.mp4,CW,why is the man in black holding a camera?,2,['witness for the oath', 'part of performance outfit', 'was travelling', 'showing lady pictures', 'take photo of girls'],4
172,6095248978.mp4,TC,what does the man do as the girl is attempting to sit on his lap at the end?,3,['demonstrate dance moves', 'look at the camera', 'feed baby with spoon', 'shift boy to make space', 'show baby toy'],3
175,4976487220.mp4,CW,why are all the people looking at the blonde woman?,0,['listening', 'interested in her handbag', 'showing a magic trick', 'she carries baby', 'looking at her dance'],0
176,8617546237.mp4,TN,what does the boy do after the girl stands up from the sofa?,1,['walk to bicycle', 'gets off from seat', 'let her hold his hand', 'walk in circles', 'look at baby'],2
177,8906111356.mp4,DO,what animal is shown in the video?,2,['deer', 'elephants', 'owl', 'turtle', 'sheeps'],2
178,4458449046.mp4,CW,why does the man in black and white holding a long stick?,2,['hitting drum', 'playing baseball', 'playing golf', 'playing hockey', 'walking on crutches'],2
179,4768807796.mp4,CW,why is there a lady in black sitting behind the baby in red for?,4,['breastfeeding', 'carry baby', 'prevent hair from falling on clothes', 'hug the baby', 'stabilize her'],3
180,2739709393.mp4,CH,how did the naked boy get down from the sofa?,3,['roll down', 'crawl down backwards', 'leans forward', 'jump', 'walks down'],1
184,2430157408.mp4,TC,how did the girl feel when she played her guitar?,0,['excited', 'thrilled', 'cold', 'happy', 'dizzy'],0
185,3430723284.mp4,CW,why does the man adjusts baby s hand near the end?,4,['stabilize him', 'form a circle', 'touch the pearls', 'showing affection', 'caressing for baby'],3
186,7533206274.mp4,TC,how did the baby feel playing in the waters?,1,['serious', 'happy', 'worried', 'sad', 'angry'],1
187,3606510307.mp4,CW,why did the man in red stretch his arms out at the toilet entrance?,0,['gesturing for people to go over', 'to pick the girl up', 'lie on the floor', 'done performing', 'to wear his red jacket'],0
188,6813372954.mp4,DL,where is this video taken?,4,['room', 'sheltered area', 'home', 'lake side', 'plantation'],None
189,8900428927.mp4,CW,why did the elephant pat on the back of the boy who is lying on the ground?,4,['resting', 'playing', 'playing with baby', 'crying', 'massage'],2
190,3375064270.mp4,TC,what sport are the people in the video doing?,2,['swimming', 'trekking', 'snowboarding', 'cycling', 'mountain climing'],2
191,11278971046.mp4,CW,why do the two girls sometimes look at the cards they are holding?,2,['excited to show off', 'exchange their cards', 'to read words on the back', 'shake cards', 'talking to the man'],2
192,4178472052.mp4,TN,what does the man in checked shirt do after the man in blue makes a shot in the middle of the video?,1,['points to the left', 'loads a bullet', 'playing with sand', 'nod', 'move puppet around'],1
193,5750350083.mp4,CH,how does the child in white stop the toy fan from rotating?,1,['using her legs', 'stop blowing it', 'swipe off the person s hand', 'puts in her mouth', 'turn off the switch'],0
194,4397841774.mp4,CW,why is the boy sitting down?,2,['cycling', 'reading a book', 'sledding', 'accompanied by girl', 'bored of swimming'],2
195,13179487404.mp4,TN,what did the boy do after he rode backwards to the back in the middle?,3,['got up a little', 'walk back to room', 'catch him', 'turn a circle', 'take kite from man'],1
196,5969368435.mp4,TN,what did the girl in pink do after she got up from the ground?,2,['put helmet down', 'kiss man', 'fight with boy in black', 'hit her with cushion', 'taps water with her foot'],1
197,3969677780.mp4,TC,what did the man in red do at the beginning of the video as the man with spectacles is talking?,1,['take picture with camera', 'looked down briefly', 'look at him', 'laugh', 'moves forward'],2
199,5866947362.mp4,CH,how does the girl signal the man in brown to flip the page at the start?,0,['points to the page', 'hit the man', 'hit the sofa', 'touch her head', 'cry'],0
200,5499561130.mp4,DL,where is this video taken?,4,['studio', 'speech event', 'backyard', 'playground', 'living room'],4
201,4914358389.mp4,CW,why did the dog bend down when it reached the fence in the middle of the video?,3,['react to the lady', 'chase ball', 'play with toy', 'enjoy the ball', 'kiss it'],2
202,6004462245.mp4,DL,where is this video taken?,3,['grassland', 'road', 'outdoors', 'living room', 'lake side'],3
203,3336623732.mp4,DO,what sort of pose does the boy do to the camera?,1,['siblings', 'showing his muscles', 'friends', 'classmates', 'offspring'],1
204,6199427603.mp4,CW,why did the baby suddenly let go from the piano and sit down on the floor?,4,['scared by the sound', 'more comfortable to sit down', 'distracted by food', 'reach out for the electric guitar', 'lost balance'],1
205,9036651505.mp4,CW,why did the man in red shirt sit in the middle of the slope?,2,['to eat', 'get to the level of baby', 'throw snow ball', 'wait for people behind', 'talking'],4
206,5563357894.mp4,TP,what did the man do before he wrote something in his book?,3,['close the book', 'flip pages', 'start hitting drum harder', 'turn behind to look', 'smile at the lady'],4
207,2930921250.mp4,TN,what did the man do after he started strumming at the start of the video?,3,['approach girl', 'walk around', 'put in front of baby', 'sit down', 'take out pen'],1
208,12011352464.mp4,TN,what did the boy do after he raised his hands sideways?,2,['touched the boy', 'look at the girl', 'shake the microphone', 'tries to walk', 'touch the camera'],2
209,2569826147.mp4,TN,what does the grey cat do after playing with the tail of the black cat at the end of the video?,1,['crawl back into box', 'licks his paws', 'touch grey cat', 'runs away', 'sniff bag'],3
210,4463062358.mp4,CW,how are the clothes positioned on the bed?,2,['strewn everywhere', 'in a messy pile', 'newly folded', 'hanging sideways', 'spread opened'],1
211,12068876905.mp4,CW,why does the man in black wear helmet?,0,['parachuting', 'practice fencing', 'on scooter', 'cycling', 'road repairing'],0
212,3516935615.mp4,TN,what does the dog do after biting the hand at the start?,4,['catch it', 'close eyes', 'hop forward', 'bite toy', 'run away'],3
213,4265336268.mp4,CW,why did the man in blue turn to his left briefly?,2,['pick up something', 'take more cones', 'look at camera', 'someone called him', 'look at the man in white'],2
215,3501167063.mp4,CW,why did the man lean forward near the end of the video?,1,['to off camera', 'adjust position of baby', 'play with baby', 'to laugh', 'explain something'],1
216,10747331063.mp4,CW,why does the boy walk forward after he throws the ball?,0,['to step forward', 'try to stop him', 'kick away the mud', 'ball missed the net', 'to see who is open'],4
217,4405327307.mp4,DO,what is the role of the lady with a cap?,0,['director', 'hairdresser', 'bin', 'cat toy', 'wrist band'],1
218,7757567866.mp4,DO,who started the imitation movement first at the beginning of the video?,3,['man in blue shirt', 'woman in black', 'lady with white beanie', 'woman with purple scarf', 'man in black shirt'],1
219,8993709862.mp4,CW,why are the people in the video positioning their foot?,2,['playing the drums', 'try to get space', 'take photo', 'resting his feet', 'follow beat'],2
220,6663770743.mp4,CW,why does the man in green take the owl away from the lady in black?,3,['to feed owl', 'to show the girl in white', 'protect from cat', 'for owl to fly back', 'lady is afraid'],3
221,5579224246.mp4,CW,why did the kid put the knife back into the jar nearing the middle of the video?,1,['kill ants', 'get more spread', 'store temporarily ', 'free his hands and grab the milk', 'he has finished eating'],2
222,6339181867.mp4,CW,why is the baby moving her body in the video?,3,['to pick up bag', 'holding the toy', 'learning to dance', 'excited', 'learning to crawl'],3
223,8044317011.mp4,CW,why is the man rowing the boat rowing aggressively?,4,['move futher into the seas', 'running away from the shark', 'to splash water at them', 'boat was powered at full speed', 'not to be thrown away by huge wave'],3
224,4823383982.mp4,CW,why is the lady in striped holding the girl from behind?,4,['keep her afloat', 'help tie shoelace', 'help child roll dough', 'girl has snow stuck on pants', 'stop her from touching cake'],4
229,4959088086.mp4,TN,what did the baby do after pushing the toy car for a while?,3,['put it down', 'play with it', 'squat down', 'leaves the toy behind', 'hit the wood'],2
230,11444414803.mp4,CW,why does the boy press the note very slowly throughout the video?,1,['observing baby', 'new to the piano', 'looking at the baby', 'look cool in the video', 'looking at something'],1
231,8759087873.mp4,TC,how did the three men react while dancing at the lift lobby?,2,['shy', 'a little stunned', 'happy', 'angry', 'annoyed'],2
232,9048165540.mp4,TC,what did the fencer in black do when the other fencer moved forward to him at the end?,1,['attack with sword', 'move out of fencing area', 'fell down', 'threw sword away', 'move in front'],0
