423,4024008346,how did the person react after the child pushes the blue ballon away at the beginning?,"['chase the girl', 'continue playing with toy', 'kick the blue balloon towards the child', 'put it in cylinder', 'change hands to hold']",1,2
424,3452354871,why did the man lift up his sole after the bird gotten off his foot?,"['to swing the baby high', 'see what is underneath', 'cleaning itself', 'caressing for dog', 'push baby faster']",3,1
426,8208035645,what happened to the boy when he cycled upslope at the end?,"['man stopped his bicycle', 'comes down', 'fall off the bicycle', 'continue playing with the rod', 'sitting still']",2,1
427,2973331780,what is the possible relationship between the lady in black and the lady with blonde hair?,"['train trainee', 'friends', 'teacher student', 'mother and daughter', 'colleagues']",1,1
428,2679328607,why does the man in red hold a book in his hand?,"['wanted to do colouring with the kids', 'read his lines', 'show the children a picture of a dog', 'read the book', 'guide the students']",1,3
429,8177965766,what did the woman do to the microphone after awhile?,"['walk away', 'smiles', 'she talks to the other people', 'switch to the other hand', 'talks']",3,3
602,5349766264,why is the man in chequered shirt waving his hands and moving his shoulders vigorously?,"['focused', 'take the food', 'he is dancing', 'check what been fixed', 'make funny expressions']",2,2
603,2731071928,why is the child hitting the guitar in the middle of the video?,"['look at the man', 'strumming the guitar', 'get into rhythm', 'out of excitement', 'performing']",1,1
604,8428551576,why does the baby disconnect the speaker from the ipod at the start of the video?,"['to see the toy', 'to place ipod on book shelf', 'to turn on the screen', 'to throw ipod away', 'listen directly from ipod']",2,4
606,5433090067,how was the girl positioned at the start of the video?,"['lying in bed', 'standing', 'sit on the toy cart', 'open her arms', 'sit on mat']",1,1
607,8208035645,what does the boy do after going downslope at the start?,"['wave at girl', 'take kite from man', 'stop the bicycle', 'unhappy', 'cycle towards left']",0,4
609,5056964274,what is the baby doing when someone holds a box of drink at the start?,"['grab the drink', 'push away hand', 'insert straw into box', 'lean forward and touch table', 'claps and run closer']",0,2
610,6754608321,what color is the baby s clothes?,"['black and red', 'yellow and red', 'yellow', 'white', 'green']",4,4
612,2973331780,why did the lady in black hold one hands up after singing for a while?,"['dance move', 'hold her arms tight', 'lady in white pulling rope', 'show her phone', 'reading from the paper']",0,0
615,4984331176,why did the man in white and lady in blue hold each others hands?,"['skip together', 'stablisie lady in blue', 'dancing together', 'putting on the ring', 'fighting']",3,0
618,3249402410,how did the lady in black on the right spread the chesse around the pizza?,"['sprinkle', 'use brush', 'use spoon', 'nibble', 'use her mouth']",0,0
619,3427674558,what happened at the back of stage when someone walked past the camera?,"['lights on the stage blink', 'someone sat down', 'playing piano', 'walk back into room', 'take something']",0,1
620,4859057828,why did the lady in yellow stretch her arms out at the start?,"['record for later use', 'hold baby', 'pose for picture', 'want to pet the brown dog', 'snacks to eat']",2,2
621,2957808913,how does the man in black jacket move his legs at the start of the video?,"['bending', 'kick', 'standing', 'swing', 'kiss man']",2,0
622,4179163342,what did the dog do after the girl hugged it in the middle of the video?,"['plays with him', 'run', 'walk off', 'look at the baby', 'observe dog']",2,2
623,2401167740,what does the man do after he finishes talking?,"['use microphone', 'drink the cup', 'talks to the lady', 'turn around', 'raise his hand']",0,1
624,5256928210,what does the man wear on his head?,"['scarf', 'cap', 'turban', 'spectacles', 'scarf']",1,1
625,7508439506,what is the man doing while the boy plays with the baby?,"['put into his mouth', 'football', 'unwrapping a gift', 'smile', 'lying down']",4,4
626,7988210561,how did the baby interact with the toy?,"['swing the toy', 'carry it aorund', 'move it in circle', 'touch toy with her hands', 'kick it']",3,3
628,6097994550,how does the man with spectacles move at the end of the video?,"['walk', 'caress his head', 'count with fingers', 'crawls', 'strolls around']",0,3
802,4276006683,what does the cat do after the person puts his finger into its mouth in the middle?,"['bite it', 'rubs against him', 'bring it down', 'closed it eyes', 'sit up']",4,0
803,6618792571,why did the baby hold on to something as she moves?,"['hold toy doll', 'pass to girl', 'dog leash', 'riding bicycle', 'pushing toy cart']",0,4
805,2584172238,how are the baby in blue and woman in yellow related?,"['mother', 'friends', 'father son', 'parent offspring', 'make the baby calm']",0,3
806,4087654898,why are there so many brown leaves on the ground?,"['after shaved', 'obstacles', 'fallen from trees', 'autumn', 'doors open']",3,2
807,3345608051,why is there a dog lying on ground in the middle?,"['playing with boy', 'feed her puppies', 'sleeping', 'bite and pull the toy', 'pushed down by dog']",3,4
809,8107573462,how did the man make sure that the boy does not get drag on the ground when he fell?,"['checks on him', 'was quiet', 'bib', 'let go of boy s hand', 'wearing helmet']",3,3
810,7961460440,where is this video taken?,"['studio', 'boxing ring', 'park', 'outdoor', 'train']",3,3
811,7453733046,where are the people hanging out?,"['outside house', 'water park', 'at a house', 'bus', 'studio']",2,1
812,3198533789,why is the orange man standing at the side?,"['checking train', 'playing the guitar', 'to catch the ball', 'oversee the process', 'talking to someone']",3,3
815,4765717907,what did the man do after the boy picked up the ball near the middle?,"['look in the direction of ball', 'try to get ball back', 'kick the ball', 'look to the left', 'carries him']",3,4
816,3429509208,why does the baby turns the vacuum cleaner in a particular direction near the end?,"['to push door back', 'he was stuck at the sofa', 'interested in the store', 'clean the corner', 'want to turn back']",4,4
817,2978295992,why did the lady with the pumpkin stretch her hand out over the table at the end?,"['place a piece of pumpkin', 'celebrate birthday', 'wipe her hands', 'get tissues', 'mixing ingredients together in bowl']",1,0
818,5205081904,why does the child constantly look down?,"['sleepy', 'playing with a toy', 'playing game', 'looking at the tablet', 'safety']",3,3
819,6988748711,why did the grey shirt woman stand at the side while watching the red shirt man pull cloth open?,"['wash hairs', 'focus on her', 'listening', 'in case he needs helps', 'read marriage vows']",3,3
820,3261079025,why did one of the man have to hold onto the plane before it took off?,"['support himself', 'strong wind', 'the boy could not control it', 'stabilize it', 'taking off']",4,3
821,7499763064,what does the man do as the lady in blue was waiting behind him?,"['point at his basket', 'walk to bald man', 'runs away', 'sitting', 'try to get higher']",4,4
822,6542914065,where is this happening?,"['garden', 'wooded areas', 'field', 'footpath', 'home']",2,2
823,5854324479,what event is happening?,"['concert', 'speech', 'water skiing', 'boxing game', 'stage']",1,1
826,4372494989,what does the baby do after being picked up?,"['fall down', 'suck thumb', 'clasp his hands together', 'reading book', 'crawling on the ground']",1,2
827,4103088549,why did the man spread his arms out?,"['massage', 'to hug the baby', 'rowing boat', 'to balance on the surfboard', 'skydiving']",3,3
828,3402648543,why does the big dog run behind the house?,"['fethc ball', 'chasing the car', 'playing', 'hide from small dogs', 'guide direction']",2,3
829,4967810888,what did the lady with blonde hair do after she entered the room?,"['stand up', 'leave the room', 'turn back to window', 'run towards the camera', 'sat down']",0,4
830,2435633172,why was the pig sticking its mouth down at the start?,"['getting fur shaved', 'tease the dog', 'eat', 'playing with dog', 'playing with it by biting']",3,2
831,6233408665,what did the girl in green do after the girl in grey put the board near her face?,"['other side of table', 'raised up both hands', 'adjust the girl s clothes', 'push the board away', 'try to pull it open']",4,3
832,4984417707,what was the man in red next to the brown sign board at the end doing while the elephants were playing with the ball?,"['point at the trucks', 'throw away the ball', 'blows thw whistle', 'walk around', 'look at the red car']",1,1
833,2984974097,what does the girl do after she starts paddling?,"['continue cycling', 'said something', 'row using hands', 'floating', 'keep looking down at pedal']",0,4
834,8457210773,how did the brown dog react when playing with the black dog at the start?,"['barked back', 'jump again', 'jumps down', 'bite dog', 'faces brown dog']",0,3
835,2679328607,what does the boy do with the toy after the girl passes it to him?,"['look down', 'kick her legs', 'bite it', 'turn to her', 'pick it up']",4,2
836,6097994550,why did the man lying down roll over on the floor near the end?,"['to move to the camera', 'fall over', 'laughing', 'baby crying', 'let kids walk through']",0,0
837,5256928210,what did the man do after patting the dog s head at the start?,"['continue rubbing dog s head', 'play with toy', 'pet body', 'smile', 'chasing its tail']",0,2
838,6046149003,how many girls are there?,"['five', 'two', 'four', 'one', 'three']",1,1
839,4542882771,why does the baby move his hands?,"['stiring', 'playing piano', 'drawing', 'scoop food', 'caress dog']",4,3
840,8990144134,what does the cat do when it first sat up?,"['pooping', 'eat', 'examine the bag', 'hit the bird', 'cross the ledge']",2,3
841,3526597179,what did the lady in yellow do after talking to the lady in white?,"['hold the girl s hand', 'she drinks it', 'nods her ehad', 'moved', 'turn behind her']",3,4
842,8575881495,what does the girl hold on her hand as she was sitting up in the middle?,"['feed baby', 'shakes the baby', 'stuff toy', 'pin woman s hair', 'play the piano']",2,2
845,3121571439,what does the lady do after finishing dancing at the end?,"['point to someone', 'repeats', 'hugs the man', 'put on man s shoulder', 'jump']",2,4
846,2833209794,what does the man in black do after turning his body to face the wall?,"['waiting', 'catch the ball', 'lean forward', 'walk towards the ladies', 'look at the picture frames']",3,4
847,4658396458,why did the adult stretch out his hands to the baby while the baby is touching the basket?,"['reach the toy', 'holding and supporting the baby', 'reaching for something', 'show affection', 'put the toys back']",3,4
848,5533380417,how is the baby positioned throuh the video?,"['on man s laps', 'sitting on baby seat', 'lie on bed', 'sitting on sofa', 'carried on man s back']",0,0
849,8224504302,why are the two men standing on stage?,"['speeching', 'to receive awards', 'ready to dance', 'playing drums', 'playing guitar']",0,0
850,4488066715,how does the adult react when the baby tries to touch the bowl with his other hand?,"['shouted for help', 'takes a tissue', 'pull hand away', 'give him a ball', 'playing with baby']",2,2
851,7416295940,how does the dog show affection towards the baby?,"['wagging his hands', 'jump at each other', 'kiss his legs', 'bring boy ball', 'lick the baby']",4,4
852,2614918961,why does the baby constantly look down at his hands?,"['babbling', 'reading', 'excited', 'worried', 'playing with a toy']",4,4
853,4260763967,what did the boy in blue do after he turned his head behind at the middle?,"['smiling', 'following him', 'continue playing with toy', 'walk', 'scroll his computer']",3,2
855,6356067859,where could this be happening?,"['hospital', 'barn', 'home corridor', 'roadside', 'zoo']",1,1
857,3626788516,how many people are in the video?,"['four', 'eight', 'two', 'nine', 'ten']",2,2
858,7088595057,why is the black sheep on the hay moving left and right?,"['eating', 'resting', 'eat the grass', 'protect them', 'protecting the black lamb']",5,4
1002,8783897632,why did the man in white get off his bike at the start?,"['ride the bull', 'too muddy to cycle', 'go across the pond', 'setting up', 'to push bike']",1,4
1003,4378803532,why is the lady in beige folding her arms?,"['watching', 'way of standing', 'she scored', 'leaving the place', 'hygiene']",1,0
1004,8531675050,what is the possible relation between lady in black and white and the man in white?,"['baby', 'siblings', 'fatherdaughter', 'husband wife', 'colleagues']",1,4
1005,6772999108,why did the boy bend his arms?,"['stretching', 'hug the girl', 'pick up something on the floor', 'arms were in pain', 'play guitar']",4,4
1006,4798585428,why are the people standing?,"['reading', 'gesturing', 'taking photo', 'light up the room', 'dancing']",2,2
1009,2669452260,how does the guy drink from the can?,"['pinky in the air', 'straw', 'using his hands to unscrew the can', 'pour drink into cup', 'lean the can']",2,1
1010,6516459343,how do the men appear while cutting the shoes?,"['excited about experiment', 'confused', 'playing instrument', 'he watches the model move', 'serious']",4,4
1011,2809330695,how does the baby feel while lying in the crib?,"['restricted', 'confused', 'happy', 'enjoyable', 'restless']",2,4
1013,4123211145,where is this video taken?,"['backyard', 'snow mountain', 'room', 'computer table', 'train']",0,2
1014,4542882771,where is the baby hanging out?,"['along the roadside', 'bathtub', 'house floor', 'dining table', 'kitchen']",3,3
1015,10597533885,where is this happening?,"['playground', 'in the day', 'beach', 'room', 'home']",3,0
1016,5681946487,why does the woman splash water onto the boy?,"['to hurt the boy', 'to wash the boy', 'to play with the boy', 'to make the boy drink water', 'to make the boy cry']",2,1
1018,2705374471,how many people are there in the room?,"['three', 'one', 'four', 'two', 'eight']",2,3
1019,5445581571,where is this video taken?,"['living room', 'dinning table', 'computer table', 'kitchen', 'outside']",0,0
1020,4378803532,why did the lady in beige look at the girl in red as she ran away?,"['watching over kid', 'playing with girl', 'finished performing', 'attempt to fly kite', 'someone took her food away']",0,0
1021,2599937944,why were the ladies watching the guy in black?,"['learning', 'taking picture', 'enjoy the performance', 'like the music', 'watching him bouncing over stream']",4,4
1022,8797589693,why is the lady in white holding a phone at the end?,"['check message', 'speaking on phone', 'anwer a call', 'filming the event', 'playing phone game']",1,3
1023,7330294814,why is the lady in beige holding a soft toy?,"['trying to sell it', 'playing with baby', 'props for photo', 'cleaning the toy', 'tossing to dog']",1,1
1025,7492398760,what does the boy do after the lady starts running at the end?,"['hold someone s legs', 'start running too', 'take off baby clothes', 'shift her feet', 'sit on the tricycle']",2,1
1027,5907839036,where is this happening?,"['bridge', 'trail', 'skate park', 'house', 'bed room']",0,0
1028,4333544549,why is the man in white bent down in the middle?,"['carry the brown dog', 'look at the ants', 'pick up the white item', 'protect against the chemicala', 'caress the dog']",4,4
1029,11566930393,why is the toy not ready to be played with after unwrapping it?,"['got stuck', 'handle not installed', 'hard to balance', 'other hand occupied', 'comfortable at home']",1,1
1030,6272786009,how do the people in the boat move the boat across the water?,"['flexing their body and tail', 'walking', 'press the button', 'paddle', 'kick the water']",3,3
1031,9256409422,how did the lady in black protect herself from the cold?,"['covered with blanket', 'hand gestures', 'crawling', 'woolen cap', 'wear jacket']",1,4
1032,6443512089,what does the child change the pace of his movement into?,"['waddles up and down', 'stop continuously', 'no change', 'slower', 'faster']",2,4
1033,11584566583,how many people can be seen in the video?,"['five', 'two', 'three', 'thirteen', 'eight']",2,1
1034,2442307875,what do the children do after moving their hands next to their ears in the middle of the video?,"['playing with train toy', 'jump up and down', 'playing', 'put down their hands', 'drags the table']",1,3
1035,5064681723,how did the baby keep his head warm?,"['thick clothes', 'mat', 'beanie', 'wear gloves', 'wear warm clothes']",2,2
1036,9217939684,how does the woman in pink react after the baby falls down?,"['goes to help', 'put it down', 'reach out to hold baby', 'happy', 'smiles']",0,2
1037,3581585756,what does the girl do after posing with the woman?,"['hug the woman', 'walk forward', 'continue cycling', 'smile and wave', 'playing with sticks']",0,0
1038,11541421563,how does the woman in brown take a closer look at the book at the start?,"['look at screen', 'move her body forward', 'using a button', 'using the lights from their headband', 'with her right hand']",2,1
1039,3206694342,what does the boy on the right in front do when the others stood up again after the middle?,"['touch the dinosaur', 'bends down', 'bite a slip of paper', 'hold s the rod', 'open the book']",1,1
1040,4671452046,how did the lady in purple prevent the baby from falling when he bend down to stir the cup?,"['grab the collar', 'hold the stomach', 'secure in between her legs', 'in child restraint', 'grab the legs']",2,1
1041,9213637099,where is this?,"['horse enclosure', 'restaurant', 'park', 'childcare center', 'indoors']",2,2
1042,8253302563,where is this happening?,"['bowling alley', 'beach', 'kitchen', 'home', 'hospital']",1,3
1043,6727904179,why did the two man indoor turn their head to the right?,"['look at each other', 'performing on stage', 'looking at painting', 'look at screen', 'posing for camera']",4,3
1044,7728559968,what do the kittens do after sitting up at the end?,"['crawls away', 'rubs against him', 'try to bite', 'look around', 'lady s leg']",3,3
1045,3456030972,what does the child do after making funny face in the middle?,"['fidgeting', 'turn to his back', 'hold toy', 'upset', 'focus on abacus']",1,4
1046,7088595057,where is this video taken?,"['playground', 'stage', 'paddock', 'forest', 'construction site']",2,2
1047,2782307049,why does the woman slide down the rope?,"['doing a flying fox', 'lost balance', 'maintain balance', 'skiing', 'tripped']",0,0
1048,5352022985,why does the dog have to constantly jump up at the beginning?,"['put the dog further', 'show excitement', 'to fight with cat', 'walking in the snow', 'excited']",4,3
1049,8552680285,how does the person standing move her arms?,"['raise it up', 'wave them around', 'move sideways', 'push the stick backwards', 'move in circles']",1,3
1050,5297811305,why is the woman holding the big instrument?,"['to get the baby s attention', 'dance move', 'clean the bushes', 'shove the snow', 'moving baby s hands']",4,3
1052,4612723694,what did the man do with the white bag after letting the snake out?,"['throw it aside', 'drinks it', 'tocuh his nose', 'pass the ribbon to the lady', 'continue playing instrument']",0,0
1053,5561024834,why does the boy bend down at the beginning of the video?,"['encourage baby to play with boy', 'to flip', 'pick up the stick', 'look at purple thing on ground', 'holding a hen']",3,1
1054,7223854838,why does the girl in pink carry a toy?,"['it was a new present for her', 'watch the toy moves', 'posing for camera', 'prevent from being snatched', 'like it']",3,4
1056,5333075105,why did the man stopped moving at the end of the video?,"['rest', 'talking', 'he reached the shore', 'pick up ball', 'look at the dogs']",2,0
1057,3711681535,why does the woman wear a belt around her stomach?,"['hot weather', 'holding the console', 'safety', 'cold outside', 'to hold baby in her arms']",3,2
1058,6183104292,how is the tiger fed?,"['hold it on shoulder', 'by zoo keeper', 'crawl down the rocks', 'dog shift using mouth', 'combs the cat']",1,1
1059,6329077812,where is the baby while him was fed milk?,"['mobile', 'in lady s arm', 'pillow', 'baby trolley', 'living room']",1,1
1060,5017166671,what are the people doing in the video?,"['rugby', 'ski', 'cooking', 'music performance', 'watch tv']",0,3
1061,4564478328,how does the lioness attack the other lioness who was drinking water?,"['using two pots', 'point', 'jump on its back', 'open arms', 'hold it tightly']",3,2
1062,4378803532,how does the child in stripes hold the larger sparkler after receiving it from the man in red?,"['swing above him', 'hold and jump', 'pass to girl in red', 'lower it to the ground', 'hold above head and jump']",2,3
1066,3469864014,how many cats were there?,"['three', 'two', 'four', 'one', 'five']",0,1
1067,4010069381,how did both the men play the instrument?,"['press buttons', 'move handle', 'sitting', 'stand behind the baby', 'press keys with fingers']",0,1
1068,4542882771,why does the baby look down the first time?,"['picks up the grey jacket', 'pushing toy', 'toy dropped', 'to scoop the food', 'dog come to him']",3,3
1069,4968805923,why did the man holding the bat throw his bat down after hitting the water balloon?,"['to wash it', 'playing it', 'practicing', 'break open the pinata', 'excited']",2,4
1070,4626535366,what is the possible relationship among the people?,"['colleagues', 'friends', 'dance partner', 'classmates', 'coworkers']",0,3
1071,3375218204,why does the boy lie down on the floor?,"['fell down', 'let girl walk through', 'pet the dog', 'drinking water', 'grab something on floor']",0,1
1072,4970148391,what is the boy hitting that it splashes water on his face?,"['water balloon', 'snow ball', 'milk pack', 'a cup of drink', 'beer bottle']",1,0
1073,6754608321,how many people are shown in the video?,"['eight', 'two', 'five', 'eleven', 'one']",2,1
1202,3340340268,what does the girl in green do after lifting the yellow bucket up briefly near the start?,"['look around', 'run to the back', 'paddle', 'kick ball back', 'put inbox']",2,0
1204,2984974097,how does the girl express her excitement while cycling?,"['smile brightly', 'jump', 'cycling outfit', 'run around', 'claps']",0,0
1205,2829462646,what event is occuring?,"['children s show', 'introducing the hall', 'party', 'traditional formal musical performance', 'piano']",0,1
1206,4882821564,why did the boy return to the christmas tree after unwrapping one present?,"['blow the candles', 'decorate the tree', 'wants to continue unwrapping', 'look at the tree', 'put the wrapper aside']",1,2
1207,6159637889,why does not the baby dance  in the video?,"['sledding', 'sleepy', 'fall down', 'wants to eat', 'busy playing with toys']",1,1
1208,6690256857,why is the dog in the pail?,"['domesticated', 'to play with him', 'bathing', 'posing for camera', 'searching food']",3,2
1209,3508407941,how does the baby feel about the bouncing?,"['bored and uninterested', 'happy', 'satisfied', 'shy', 'emotional']",1,1
1210,4485707628,why are the dogs running around?,"['play with cat', 'herd the sheep', 'run with man', 'chasing each other', 'catch ball']",3,3
1211,2735019707,why does the man reach out his hands at the end of the video?,"['gesturing in his speech', 'talking', 'part of practice', 'to show the cat s body', 'play with baby']",0,4
1212,4279106208,why did the woman talk to the child after going down the slide together?,"['child wants to go again', 'raise her left hand', 'put on table', 'cry', 'move backwards']",1,0
1213,4485707628,why does the black dog put out it s tongue towards the end?,"['smelling it', 'cold', 'snatched the bone', 'stay afloat', 'tired']",1,4
1214,6542914065,what does the other three people do after the man in grey pats the ball in the middle?,"['runs toward the ball', 'walks away', 'look at man in light brown', 'watching', 'run']",4,4
1215,6024684644,where is this place?,"['zoo', 'field', 'train station', 'classroom', 'beach']",4,4
1216,5134317883,what does the man in red do after scooping using a spoon near the end?,"['put pieces on board randomly', 'take out price with knife', 'dog treat', 'open her mouth', 'turned to talk to her']",0,1
1218,3846475848,what does the ferret do as the man is covering it with towel?,"['jumps', 'closed the water bottle', 'try to run out', 'adjust them', 'paddle other side']",2,2
1220,8387356484,where did the baby turn his head to at the end of the video?,"['left', 'right', 'back', 'look back to keyboard', 'look at the rope']",2,0
1221,8740703217,what does the baby do after picking up the food?,"['nothing', 'look behind him', 'eat the food', 'put on sofa', 'smile']",2,2
1222,2796821016,why does the boy in white stop rolling and start again in between?,"['feel hot', 'boy in striped blocking his way', 'to get the toy', 'distracted', 'lower the baby']",3,1
1223,4465235803,why is baby looking back occasionally while having the haircut?,"['get it out of her face', 'happy about the baby', 'entertained', 'wants to move', 'checking']",0,4
1224,3524939594,how do the men on the cart react when the man pulling it swaying the cart from side to side?,"['riding on the snow', 'sway head too', 'stand up', 'hold the bottom', 'tilts bottle to pour liquid in']",2,1
1228,2482028659,why is there a flash of light in the middle of the video?,"['stage light', 'photo taken', 'people are recording santa', 'spot on man', 'it is raining']",0,1
1229,6011836129,why are the women kneeling?,"['doing activity', 'upset', 'playing the drum', 'wash hands', 'they are praying']",0,0
1231,3375218204,what do the children do after the man lies down in the middle?,"['feed baby', 'crawl around', 'clap their hands', 'put fingers in mouth', 'move over him']",4,4
1232,5429688959,how many people are playing instruments?,"['five', 'eleven', 'one', 'four', 'three']",1,2
1233,3107742409,why does the man put both his hands in front of him while sitting down?,"['hold baby firmly', 'playing piano', 'crying', 'demanding for some food', 'clapping his hands']",0,0
1234,10030609934,how did the boy react after someone pointed at the toy cars?,"['take the cars', 'kick the cars', 'not interested', 'walk away', 'wear glove']",2,2
1235,4838145161,what is the animal shown in the video?,"['dog', 'fish', 'rabbit', 'birds', 'cat']",4,4
1239,3046900922,why does the man swing the child left to right after the pile of leaves is dismantled?,"['get his attention', 'continue playing', 'getting ready', 'access the fruits', 'scared get hit']",1,1
1242,4822859674,why is the girl sitting on the rocking chair moving the controller on her hand at the end of the video?,"['control her phone', 'adjust her tricycle', 'playing game', 'upset', 'lull baby to sleep']",0,2
1243,3388598772,what does the man with a white cap do ater the man in blue and the woman in black finished kissing?,"['talk to man in blue', 'put cup on table', 'lift her', 'flip cup for game', 'claps his hands']",1,1
1244,2495861393,how do the people prevent their clothes from getting dirty?,"['wear apron', 'hats', 'wear diapers', 'helmet and vest', 'wear a bib']",1,0
1246,6297019062,how was the baby in yellow kept safe on the baby chair?,"['rock it', 'held by lady', 'seat belt', 'blanket', 'wear thick clothings']",3,2
1248,7492398760,what does the lady do after holding the hands of the boy for a while in the middle?,"['kiss baby', 'help the baby walk', 'pick up camera', 'points to the flower', 'touches his head']",1,2
1249,7330294814,why did the late in beige put the pooh bear onto the floor?,"['tired of holding it', 'playing with baby', 'no longer interested', 'want to throw it away', 'scared']",2,1
